access,defibrillator:location,defibrillator:location:pl,description,description:pl,indoor,latitude,location,longitude,note,note:pl,opening_hours,operator,osm_id,phone,wikimedia_commons
customers,po prawej stronie przy wejściu,,,,yes,52.2339697,,20.990808,,,,,10787096905,,
yes,Kabina samochodu ratowniczo-gaśniczego,,,,yes,49.9615646,,18.7740961,,,,,10788681205,,
yes,Defibrylator AED znajduje się na terenie komisariatu policji.,,,,,52.626325,,18.1680773,,,,Komisariat Policji w Strzelnie,10789406625,+48477527110,
customers,Auchan,,,,yes,52.234568,,20.9580376,,,,,10789664905,,
customers,Sekretariat,,,,yes,54.4499464,,17.0213965,,,,,10789789005,59 842 81 26,
customers,,,,,yes,51.8321565,,15.6923212,,,,,10789946705,,
yes,Przy głównym wejściu do budynku.,,,,no,50.2093379,,19.2728766,,,,,10790154407,,
yes,W dyspozytorni spółki Wodociągi Jaworzno.,,,,yes,50.2089046,,19.2751167,,,,,10790154409,994,
yes,W budynku Straży Miejskiej w Jaworznie.,,,,yes,50.2025768,,19.2710008,,,,,10790169305,(32) 61 81 618,
yes,Przy głównym wejściu do budynku.,,,,no,50.1914856,,19.285612,,,,,10790171605,,
yes,Przy głównym wejściu do budynku.,,,,no,50.2229665,,19.2332951,,,24/7,,10790177405,,
private,Samochód Ratowniczo-Gaśniczy,,,,yes,52.7068122,,17.4691334,,,,,10790491205,,
yes,Na ścianie przy wejściu,,,,no,52.21099,,17.0201219,,,,,10790849205,,
yes,Defibrylator AED znajduje się na terenie Zespołu Edukacyjnego nr 1 im. Jeana de La Fontaine'a,,,,,51.9652679,,15.5320916,,,Mo-Fr 06:30-17:00,Zespół Edukacyjny nr 1 im. Jeana de La Fontaine'a,10792516311,+48683248111,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3557546,,19.9660665,,,,OSP Bustryk,10792710782,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3378589,,19.9885028,,,,OSP Suche,10792710783,,
yes,Na ścianie budynku technicznego,,,,no,54.1058579,,16.9847378,,,24/7,Nadleśnictwo Dretyń,10792727010,,
yes,Na ścianie budynku,,,,no,54.0597887,,15.2622051,,,24/7,,10792755436,,
customers,Na hali sportowej obok pokoju nauczycielskiego,,,,yes,52.0800526,,16.6295568,,,,,10792781264,,
customers,W szkole na parterze przy sali 0,,,,yes,52.0799596,,16.6285139,,,,,10792781265,,
yes,,,,,yes,53.1394887,,17.6023935,,,,,10792972604,,
yes,Ściana budynku Ochotniczej Straży Pożarnej w Górkach,,,,no,51.9495903,,21.4407731,,,,,10793758005,516138986,
yes,Na basenie w strefie pływania przy oknie.,,,,yes,52.1618517,,20.8223296,,,,,10795255792,,
customers,Na basenie Suntago przy Aqua Wave,,,,yes,51.9866846,,20.4588431,,,,,10795277609,,
customers,Na basenie Suntago w strefie Jamango,,,,yes,51.9876217,,20.4586387,,,,,10795277610,,
customers,Na basenie Suntago w strefie Relax,,,,yes,51.9885343,,20.4590011,,,,,10795277611,,
customers,Na basenie Suntago przy saunach i SPA,,,,yes,51.9886089,,20.459482,,,,,10795277612,,
yes,Na parterze (poziom 0) w recepcji Mariott,,,,yes,52.2277759,,21.0050726,,,,,10795282445,,
yes,,Stacja Monitoringowo-Badawcza Karkonoskiego Parku Narodowego,,,no,50.8403919,,15.6430606,,,24/7,Karkonoski Park Narodowy,10801092405,,
yes,,"Od strony parkingu, na zewnętrznej ścianie Centrum Przyrodniczo-Edukacyjne KPN.",,W kwadratowej gablocie.,,50.846363,,15.6414108,,,24/7,Karkonoski Park Narodowy,10801092805,,
yes,,KPN Domek Myśliwski,,,no,50.7552209,,15.7028309,,,24/7,Karkonoski Park Narodowy,10801094205,,
yes,,Urząd Miasta Chorzowa,,,yes,50.2974932,,18.9529291,,,,,10801157806,+48 32 416 50 00,
yes,Defibrylator AED znajduje się w budynku Lodowiska im. Braci Nikodemowiczów,,,,yes,50.3488477,,18.8929506,,,"Mo-Fr 07:15-20:00; Sa,Su 14:30-20:30",Lodowisko im. Braci Nikodemowiczów,10801207686,+48322825155,
private,Defibrylator AED znajduje się w siedzibie Zarządu Zlewni w Opolu na wprost wejścia głównego,,,,yes,50.662945,,17.9161155,,,Mo-Fr 07:00-16:00,Zarząd Zlewni w Opolu,10801557135,,
yes,Defibrylator AED znajduje się przy budynku Urzędu Gminy i Miasta Koziegłowy,,,,,50.597594,,19.1608214,,,24/7,Urząd Gminy i Miasta Koziegłowy,10801648877,+48343141219,
,Defibrylator AED należący do przychodni dla zwierząt.,,,,,52.0894909,,20.5652583,,,Mo-Fr 09:00-18:00; Sa 09:00-14:00,Przychodnia dla zwierząt Ryszard Tomaszewski,10801812231,+48602688793,
private,W pokoju,,,,yes,52.2037377,,20.618255,,,,,10801961605,502360455,
customers,Na parterze w holu głównym na wprost wejścia. Siedziba Nadleśnictwa Orneta.,,,,yes,54.1165126,,20.1381204,,,,,10802497805,+48 514 601 465,
customers,,"W budynku przychodni, na ścianie na wprost recepcji",,,yes,52.3384278,,21.1988,,,,,10802648005,,
yes,Na budynku Sali Wiejskiej,,,,no,51.743071,,17.8031929,,,24/7,,10803988611,,
yes,Na budynku Sali Wiejskiej,,,,no,51.6563061,,17.736881,,,24/7,,10804005373,,
yes,Na budynku Sali Wiejskiej,,,,no,51.6183332,,17.8507048,,,24/7,,10804058084,,
yes,Na budynku Sali Wiejskiej,,,,no,51.6915089,,17.8608284,,,24/7,,10804061090,,
yes,Na budynku Sali Wiejskiej,,,,no,51.6763485,,17.8508665,,,24/7,,10804091165,,
yes,Na budynku Karkonoskiego Banku Genów,,,,no,50.8125137,,15.6068682,,,24/7,Karkonoski Park Narodowy,10807449205,,
yes,,Domek Laboranta (mniejszy budynek) - na zewnętrznej ścianie.,,W kwadratowej gablocie.,,50.7654489,,15.7553333,,,24/7,Karkonoski Park Narodowy,10807451405,,
customers,"Parter, naprzeciwko wejścia, na ścianie pomiędzy klatką schodową a windą.",,okrągła zielona kapsuła,,yes,52.2081765,indoor,21.019339,,,,Urząd m. st. Warszawy,10808072299,,
yes,Główne wejście Domu Ludowego,,,,no,49.8408768,,22.8846228,,,,,10808955505,,
,"dolne lobby, przy wejściu do Lemon Fitness",,,,yes,50.0436102,,19.9371339,,,,,10809074944,,
customers,"Na ścianie w budynku, główne wejście",,,,yes,51.4169722,,16.1935954,,,,,10810824805,,
customers,W dyspozycji ratowników,,,,yes,50.1122998,,21.5097347,,,,,10810848700,,
,,,,,no,50.1749392,,20.0391655,,,,,10814343386,,
customers,"na pierwszym piętrze w hali basenu, w pokoju ratowniczym",,,,yes,52.4126314,,17.0695881,,,06:30-22:00,Swarzędzkie Centrum Sportu i Rekreacji,10816795942,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.6453482,,21.945004,,,,,10818841038,,
,,,,,yes,54.3656518,,18.6291523,,,,,10821500255,,
yes,Na budynku OSP Gać,,,,no,50.0286906,,22.3671976,,,,,10821940305,,
yes,w recepcji 24h,,,,yes,52.1727456,,22.2952266,,,24/7,Fundacja Leny Grochowskiej,10821991901,,
yes,przy wejściu,,,,yes,52.1685176,,22.2856545,,,,,10822001707,,
,"Za drzwiami wejściowymi po prawej stronie, od strony ul. Lipowskiego",,,,,50.0136312,,20.0375253,,,,KS Bieżanowianka,10822617723,,
,,,,,,51.9164498,,17.7725968,Artykuł nie zawiera dokładnych opisów położenia AED,,,Publiczne Przedszkole w Marszewie,10823656998,,
private,Na wyposażeniu OSP Zarzecze.,,,,yes,49.987281,,22.5351695,,,,,10824256005,,
customers,Biuro Obsługi Interesanta przy wejściu/wyjściu głównym do budynku.,,,,yes,53.4953292,,18.7559043,,,,,10824273105,56 45 111 11,
customers,W pojeździe ratowniczym Ochotniczej Straży Pożarnej. Defiblyrator dostępny po zgłoszeniu na numer alarmowy 112.,,,,yes,53.5937706,,18.7947741,,,,,10824294906,,
customers,W pojeździe ratowniczym Ochotniczej Straży Pożarnej. Defiblyrator dostępny po zgłoszeniu na numer alarmowy 112.,,,,yes,53.5678277,,18.862161,,,,,10824300005,,
customers,W pojeździe ratowniczym Ochotniczej Straży Pożarnej. Defiblyrator dostępny po zgłoszeniu na numer alarmowy 112.,,,,yes,53.4257169,,18.6686331,,,,,10824303605,,
customers,W pojeździe ratowniczym Ochotniczej Straży Pożarnej. Defiblyrator dostępny po zgłoszeniu na numer alarmowy 112.,,,,yes,53.4116099,,18.6994117,,,,,10824304505,,
customers,W pojeździe ratowniczym Ochotniczej Straży Pożarnej. Defiblyrator dostępny po zgłoszeniu na numer alarmowy 112.,,,,yes,53.4216668,,18.7798287,,,,,10824305905,,
yes,Z prawej strony wejścia do Nadleśnictwa,,,,no,53.4439549,,16.2589007,,,,Nadleśnictwo Świerczyna,10826667664,,
private,Samochód ratowniczo-gaśniczy,,,,yes,51.1492092,,15.0131048,,,,Jednostka Ratowniczo-Gaśnicza Państowej Straży Pożarnej w Zgorzelcu,10827809164,,
private,Na recepcji Centrum e-Zdrowia,,,,yes,52.2514856,,20.993747,,,,,10828984105,+48 22 597 09 27,
yes,,,,,no,49.7204002,,19.1813255,,,,,10829126505,,
private,W budynku Domu Pomocy Społecznej,,,,yes,50.996828,,18.0483054,,,,,10830703486,,
private,W budynku Domu Pomocy Społecznej,,,,yes,50.9739319,,18.1891249,,,,,10830703487,,
yes,wschodnia strona muru schodów,,,,no,53.777927,,20.4498995,,,,OSiR,10831455405,,
yes,,"Budynek mariny, na lewo od drzwi wejściowych",,,no,54.5216558,,18.5533681,,,,,10833759209,,
customers,Ośrodek Szkolenia KW PSP w Łodzi z/s w Sieradzu - komora dymowa,,,,yes,51.5779316,,18.7083182,,,,,10833984406,,
yes,,Budynek Urzędu Miasta Bełchatów - na zewnątrz z prawej strony od wejścia głównego.,,,no,51.3667558,,19.3691951,,,,,10834281405,,
yes,Przy wejściu do Banku,,,,no,53.7076102,,20.7008358,,,24/7,Bank Spółdzielczy w Szczytnie,10836689045,,
yes,Przy wejściu do Banku,,,,no,53.7409015,,20.4942482,,,24/7,Bank Spółdzielczy w Szczytnie,10836689046,,
yes,Przy wejściu do Banku,,,,no,53.4001697,,20.9438413,,,24/7,Bank Spółdzielczy w Szczytnie,10836689059,,
yes,Przy wejściu do Banku,,,,no,53.5608648,,21.0001723,,,24/7,Bank Spółdzielczy w Szczytnie,10836689060,,
customers,Punkt informacji (parter),,,,yes,53.1659852,,16.7198686,,,,,10836710905,,
yes,Przy wejściu do Banku,,,,no,53.5655283,,21.2188488,,,24/7,Bank Spółdzielczy w Szczytnie,10836739020,,
yes,Na ścianie przy wejściu do Banku,,,,no,53.6515837,,20.791651,,,24/7,Bank Spółdzielczy w Szczytnie,10836739021,,
yes,Przy wejściu do Banku,,,,no,53.5268115,,20.7213898,,,24/7,Bank Spółdzielczy w Szczytnie,10836739022,,
yes,Przy wejściu do Banku,,,,no,53.7051092,,20.9600685,,,24/7,Bank Spółdzielczy w Szczytnie,10836739023,,
yes,Przy wejściu do Banku,,,,no,53.8642248,,20.9537852,,,24/7,Bank Spółdzielczy w Szczytnie,10836739024,,
yes,Przy wejściu do Banku,,,,no,53.557355,,21.0031466,,,24/7,Bank Spółdzielczy w Szczytnie,10836739068,,
private,Hala Produkcyjna,,,,yes,53.1159536,,18.6169981,,,,,10836851005,+48 661126671,
yes,Defibrylator AED znajduje się przy wejściu do budynku szkoły.,,,,,52.4537276,,17.5843477,,,24/7,Szkoła Podstawowa im. Jana Pawła II,10839246274,,
yes,Hol za głównym wejściem na parterze schroniska PTTK,,,,yes,49.755228,,19.0026584,,,24/7,Schronisko PTTK Szyndzielnia,10841451942,,
yes,W schronisku PTTK,,,,yes,49.5963398,,18.9837885,,,,Schronisko PTTK na Przysłopiu,10841463462,,
yes,W schronisku PTTK,,,,yes,49.5363044,,19.2342498,,,,Schronisko PTTK Rysianka,10841463463,,
yes,W schronisku PTTK,,,,yes,49.5319843,,19.2261578,,,,Schronisko PTTK Hala Lipowska,10841463466,,
customers,W budynku przychodni,,,,yes,53.8755612,,21.3047587,,,,Przychodnia Specjalistyczna,10841527957,,
yes,Na budynku Komendy Policji,,,,no,53.8771717,,21.3043741,,,24/7,Komenda Powiatowa Policji w Mrągowie,10841527958,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3354354,,20.0672595,,,,OSP Stasikówka,10841671537,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.305336,,20.0683276,,,,OSP Małe Ciche,10841671569,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3120596,,20.0432084,,,,OSP Murzasichle,10841671572,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3375037,,20.0061462,,,,OSP Poronin,10841671584,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.334765,,19.9491191,,,,OSP Ząb,10841671585,,
private,Samochód ratowniczo-gaśniczy,,,,yes,49.3402383,,19.9217548,,,,OSP Nowe Bystre,10841671586,,
,,,,,yes,51.1109814,,17.0630885,,,,Regionalny Zarząd Gospodarki Wodnej we Wrocławiu,10844343409,,
customers,W Urzędzie Gminy,,,,yes,54.0794712,,18.2317247,,,Mo-Th 07:30-15:30; We 07:30-16:30; Fr 07:30-14:30,Urząd Gminy Liniewo,10844394760,,
customers,W holu nadleśnictwa,,,,yes,54.123089,,17.9720732,,,Mo-Fr 07:30-15:30,Nadleśnictwo Kościerzyna,10844432825,,
private,Samochód ratowniczo-gaśniczy,,,,yes,54.1170174,,17.870456,,,,OSP Łubiana,10844472926,,
private,Ściana w korytarzu biurowca W11,,,,yes,52.9106554,,16.0519435,,,,,10845355105,+48672532067,
yes,Defibrylator AED znajduje się przy szkole podstawowej,,,,,52.2191996,,16.5340376,,,24/7,Szkoła Podstawowa im. Powstańców Wielkopolskich w Granowie,10845520199,+48614472040,
customers,Na ściane na prawo od wejścia,,,,yes,52.207859,,20.9441096,,,,,10846823059,,
customers,Parter budynku nr 6 AkademiI Jakuba z Paradyża,,,,yes,52.7335159,,15.226648,,,,,10852694105,,
yes,Na ścianie zewnętrznej remizy OSP Nawsie,,,,no,49.9457962,,21.6620832,,,,,10853502305,,
customers,"Biedronka, na ścianie przy kasach",,,,yes,53.7395329,,20.4837573,,,,,10855773805,,
customers,,,,,yes,52.2582568,,20.3096376,,,,,10860957606,,
customers,,W punkcie pomocy medycznej,,,yes,52.3231275,,18.3590305,,,,,10860980305,,
yes,Przy wejściu do budynku Zbąszyńskiego Centrum Kultury,,,,no,52.2484582,,15.9280561,,,,,10861078882,,
yes,Defibrylator AED znajduje się w jednostce OSP w Warnicach.,,,,,53.254861,,14.9969266,,,24/7,Ochotnicza Straż Pożarna w Warnicach,10862428109,,
customers,,W szatni Hydropolis,,,yes,51.1038532,,17.0570853,,,,,10862583905,,
,Targowisko Miejskie,,,,,51.6528157,,16.0697981,,,,Targowisko Miejskie Saturna,10865786631,,
,,,,,,51.6536863,,16.0673424,,,,Kościół NMP,10865811992,,
,,,,,,51.6519396,,16.0598973,,,,Młodzieżowy Klub MAYDAY,10865811993,,
,,,,,,51.652137,,16.0590474,,,,Stowarzyszenie dla Dzieci i Młodzieży SZANSA,10865811994,,
,,,,,,51.6580378,,16.0588565,,,,Stowarzyszenie Dom,10865811995,,
,,,,,,51.6548054,,16.0903547,,,,Szkoła Podstawowa Nr 9,10865811996,,
,,,,,,51.652038,,16.0665381,,,,ZHP przy Szkole Podstawowej Nr 11,10865811997,,
,,,,,no,51.6677793,,16.0837724,,,,Głogowskie Stowarzyszenie Otwarte Drzwi,10865811998,,
,,,,,,51.66198,,16.0781861,,,,Dom Dziennego Pobytu Cicha Przystań,10865811999,,
,,,,,,51.6572461,,16.0935528,,,,Głogowskie Stowarzyszenie A jutro,10865812000,,
private,Lekki samochód rozpoznawczo-ratowniczy VW Crafter,,,,yes,49.7918503,,20.089499,,,,,10865857008,,
yes,Defibrylator AED znajduje się na zewnętrznej ścianie sklepu Odido.,,,,,54.5799807,,18.5404372,,,24/7,Odido,10866816571,+48501445720,
yes,Defibrylator AED znajduje się na zewnętrznej ścianie budynku.,,,,,49.3374879,,20.0060271,,,24/7,OSP Poronin,10867223972,,
,Defibrylator AED na wyposażeniu stacji paliw BP.,,,,,52.2939054,,17.6522559,,,24/7,BP,10867503724,,
customers,w budynku stacji paliw obok wejścia na ścianie,,,,yes,51.586087,,16.0370722,,,24/7,Shell Polska,10867726269,,
yes,Przy wejściu do kościoła,,,,no,50.0236704,,19.9649496,,,,,10872953405,,
private,Samochód ratowniczo-gaśniczy,,,,yes,52.0836569,,16.7850907,,,,,10873213668,,
private,Samochód ratowniczo-gaśniczy,,,,yes,52.1438243,,16.7706068,,,,,10873213669,,
,Defibrylator AED znajduje się na wyposażeniu OSP w Rudotłowicach,,,,,49.9577828,,19.0023927,,,24/7,Ochotnicza Straż Pożarna w Rudotłowicach,10877346186,,
yes,Przy wejściu do hali sportowej,,,,no,50.8168513,,19.1205023,,,24/7,Exact Systems,10879327236,,
private,W budynku przestrzeni sortującej Exact Systems,,,,yes,50.7964565,,19.1374537,,,,Exact Systems,10879327237,,
,Portiernia Wydziału Matematyki i Informatyki,,,,yes,51.7765284,,19.486996,,,,,10879370168,,
yes,"W holu na parterze, na prawej ścianie",,,,yes,50.1694781,,18.9052155,,,07:00-22:00,,10880265194,,
customers,,"budynek Fiberhost, INEA parter, AED znajduje się po prawej stronie od głównego wejścia, na ścianie w zielonej skrzynce. AED dostępne w godzinach pracy biura - 8:00 - 16:00 od poniedziałku do piątku.",,,yes,52.407238,,16.7850388,,,,,10880680006,,
private,Za kasami w sklepie Adidas na 1 piętrze.,,,,,52.2317851,indoor,21.0111164,,,,,10880880888,,
yes,Defibrylator AED znajduje się na rogu budynku sali gimnastycznej.,,,,,49.9266688,,21.1257313,,,24/7,ZSP w Zalasowej,10882729248,,
yes,Na ścianie przy wejściu do biblioteki,,,,no,50.1583774,,19.9798624,,,,,10882736107,,
yes,"Na ścianie, przy wiejściu",,,,yes,53.2467035,,17.6599372,,,,PLANASA POLSKA Sp. z o.o.,10882789105,696741588,
private,,Na wyposażeniu jednostki OSP Borowno - w razie potrzeby dzwonić,,,yes,50.9291271,,19.2734621,,,,,10884044105,728327635,
,w holu koło drzwi Lobby B,,,,yes,52.239003,,20.9950895,,,,,10884310896,,
yes,"na ścianie, przy wejściu",,,,yes,52.654232,,17.5253664,,,,,10886079905,690065427,
yes,"Defibrylator znajduje się na terenie biurowca ZUGIL (wjazd od ul. Ciepłowniczej), na parterze budynku, środkowa klatka schodowa",,,,yes,51.2274998,,18.567972,,,,,10886468306,,
customers,,W sekretariacie.,,,yes,53.7741634,,15.4195697,,,"Mo-Fr 07:00-15:00; Sa,Su off",Nadleśnictwo Resko,10887606512,+48 91 395 14 00,
yes,,W samochodzie Ratowniczo-gaśniczym Iveco,,,yes,52.2808241,,16.7021555,,,,OSP STĘSZEW ,10887762105,112,
,Dostępny na samochodach ratowniczo-gaśniczych,,,,yes,49.8066077,,21.4365059,,,,Ochotnicza Straż Pozarna w Kołaczycach,10888996605,,
,Na parterze w pomieszczeniu ochrony przy drzwiach wejściowych.,,,,yes,50.0750994,,19.9977203,,,,,10891525055,,
customers,,"Na lewej ścianie od wejścia, obok gaśnicy",,,yes,52.1742822,,20.9395577,,,,,10891765305,,
,po lewej stronie głównego korytarz,,,,yes,51.132788,,17.0644802,,,,,10893539197,,
private,Samochód ratowniczo-gaśniczy,,,,yes,54.1430474,,15.2892195,,,,OSP Mrzeżyno,10894604344,,
yes,Na budynku remizy OSP Gołańcz Pomorska,,,,no,54.0644935,,15.3827088,,,24/7,,10894604345,,
yes,Na budynku świetlicy,,,,no,54.1378714,,15.2794255,,,24/7,Osiedle Za Regą,10894604346,,
customers,Na ścianie przy wejściu na halę główną,,,,yes,52.247997,,15.8099754,,,,,10898922509,+48 573 330 673,
,"W remizie OSP CZASZYN.
ul. Starowiejska 37, 38-516 Czaszyn. 
www.osp.czaszyn.pl",,,,yes,49.4550001,,22.2196306,,,,OCHOTNICZA STRAŻ POŻARNA CZASZYN,10901139148,,
,"W Posterunku SOK Zagórz.
ul. Piłsudskiego 44, 38-540 Zagórz .
Wejście od strony torowiska.
tel. całodobowy: 134961664",,,,yes,49.510523,,22.262358,,,24/7,Straż Ochrony Kolei,10901149349,,
private,W REMIZIE OSP BIRCZA,,,,yes,49.691368,,22.4753465,,,,Andrzej Atamańczuk,10901203608,+48666902045,
private,W REMIZIE OSP LESZCZAWA DOLNA,,,,yes,49.6666058,,22.4316218,,,,Albin Pacławski,10901460805,+48668761844,
yes,Defibrylator AED znajduje się na terenie szpitala.,,,,yes,52.2263653,,18.2645302,,,24/7,Wojewódzki Szpital Zespolony im. dr. Romana Ostrzyckiego w Koninie,10901603963,+48632404000,
yes,W Budzisławiu Kościelnym stacjonuje karetka pogotowia ratunkowego z defibrylatorem AED.,,,,,52.4323084,,18.0905779,,,24/7,OSP Budzisław Kościelny,10901638122,,
yes,Na ścianie budynku przy portierni,,,,no,52.4414985,,17.0050964,,,,,10902051305,,
yes,Defibrylator AED znajduje się na wyposażeniu szpitala.,,,,,51.2906103,,22.8777397,,,24/7,Samodzielny Publiczny Zakład Opieki Zdrowotnej - Szpital Powiatowy w Łęcznej,10902090956,+48817526200,
private,Defibrylator AED znajduje się w siedzibie firmy Lyreco Polska S.A.,,,,yes,52.1418591,,20.8715536,,,Mo-Fr 08:00-18:00,Lyreco Polska S.A.,10902171946,+48 801 300 002,
private,Samochód ratowniczo-gaśniczy,,,,yes,52.1671395,,17.9003266,,,,OSP Zagórów,10902496579,,
customers,W poczekalni przychodni,,,,yes,54.4686552,,17.0010416,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej - Przychodnia Rejonowa,10902651945,,
yes,W portierni bazy PKS,,,,yes,54.4638113,,17.0087055,,,24/7,,10902651953,,
yes,W poczekalni dworca autobusowego,,,,yes,54.4681625,,17.0190501,,,Mo-Fr 08:00-16:30,,10902651954,,
yes,Na ścianie budynku przy wejściu,,,,no,54.4679049,,17.025475,,,24/7,,10902651960,,
yes,W budynku służby dyżurnej,,,,yes,54.460287,,17.0597537,,,24/7,73. Batalion Lekkiej Piechoty przy 7. Brygadzie Obrony Wybrzeża,10902651962,,
customers,Budynek D - W holu głównym szpitala przy punkcie informacyjnym,,,,yes,54.4515325,,17.0608067,,,24/7,Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka,10902651967,,
customers,Budynek G - Przy sali konferencyjnej,,,,yes,54.4511202,,17.0613569,,,,Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka,10902651968,,
customers,Budynek I - Poczekalnia przychodni POZ,,,,yes,54.4515067,,17.0627574,,,,Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka,10902651969,,
customers,W poczekalni przychodni,,,,yes,54.4795016,,17.0015288,,,,NZOZ Salus,10902651970,,
customers,Budynek strzelnicy nr 2,,,,yes,54.4760269,,17.0334255,,,,,10902651971,,
customers,Budynek strzelnicy nr 1,,,,yes,54.4756533,,17.0330513,,,,,10902651972,,
customers,Strefa restauracyjna na poziomie -1,,,,yes,54.4542169,,16.9913404,,,,,10902651975,,
private,Samochód ratowniczo-gaśniczy,,,,yes,51.9563154,,18.4153328,,,,OSP Grąbków,10904662119,,
yes,Posterunek Policji w Kozach,,,,no,49.8467151,,19.1440525,,,24/7,Urząd Gminy w Kozach,10904742907,,
yes,Ściana boczna Kościoła pw. Zesłania Ducha Świętego w Kozach,,,,no,49.8503428,,19.1653149,,,,,10904743906,,
yes,Ściana boczna Kościoła pw. Najświętszej Rodziny,,,,no,49.8292938,,19.1195495,,,,,10904787707,,
yes,Na samochodzie  strażackim,,,,yes,49.620701,,22.0189802,,,,,10905061605,,
yes,Na samochodzie strażackim,,,,yes,49.6207137,,22.0189562,,,,,10905062505,,
yes,Na ścianie ratusza,,,,no,50.942931,,17.2957192,,,24/7,Urząd Miasta Oława,10905782330,,
yes,,Starostwo Powiatowe w Wolsztynie,,,no,52.1139198,,16.1079446,,,,,10907812206,,
private,KWIECIŃSCY OŚRODEK SZKOLENIA,,,,yes,51.7593908,,17.1192438,,,8-17,KWIECIŃSCY OŚRODEK SZKOLENIA,10907903306,655736992,
yes,Na Ścianie budynku koło bramy,,,,no,53.7010757,,17.6839142,,,,,10908616605,534205196,
yes,Na Ścianie budynku przy wejściu,,,,no,53.7033815,,17.6841684,,,,,10908617605,,
customers,U portiera,,,,yes,53.6874116,,17.5736629,,,,,10908620305,,
customers,W budynku Enea,,,,yes,53.6911596,,17.5567522,,,,,10908621405,,
customers,LUX MED - korytarz obok recepcji,,,,yes,54.3971923,,18.5788152,,,,,10908694605,,
customers,w pomieszczeniu portiera,,,,yes,54.182562,,15.5876343,,,,,10910863280,,
customers,"Wprost wejścia do sklepu, zamocowany na ścianie.",,,,yes,52.4980443,,21.0552093,,,,,10914244306,,
yes,Na ścianie budynku,Na ścianie budynku,,,no,51.9114146,,17.2429536,,,24/7,OSP Karolew,10914460700,,
yes,,W budynku przed wejściem do toalet. Na ścianie po prawej stronie.,,,yes,50.7394988,,15.7289792,,,24/7,Karkonoski Park Narodowy,10914713605,+48 75 612 67 00,
yes,"W przedsionku Szkoły Podstawowej w Dywitach, przed drzwiami w gablotce za szybką jest klucz do przedsionka. Dzięki czemu jest dostępny całodobowo.",,,,yes,53.8359254,,20.478259,,,,,10916490205,895120126,
customers,"Na ścianie po prawej stronie od wejścia, za wyspą z obsługą basenu",,,,yes,50.1651998,,23.1288531,,,,Urząd Miejski w Lubaczowie,10916800910,,
yes,Na ścianie budynku,,,,no,50.1215777,,20.6392134,,,24/7,,10917667821,,
private,"1 piętro, wejście obok przedszkola, biura LPR",,,,yes,52.2754907,,20.9140791,,,,,10918019105,+48 727 028 531,
permit,Wnętrze portierni zakładu,,,,yes,51.5177998,,17.2970464,,,,Xella Polska sp. z o.o. - Zakład Ytong Milicz,10918160485,,
private,W budynku OSP,,,,yes,50.3646986,,17.585875,,,,OSP Czyżowice,10918268400,,
private,"Hala sportowa z pływalnią AWF (pot. Nowa Hala). Wejście główne, portiernia 24/7.",,,,yes,50.2492897,,19.0040906,,,,,10921688307,,
,Defibrylator znajduje się w budynku Krajowego Centrum Hodowli Zwierząt w Warszawie,,,,yes,52.233109,,20.9603262,,,Mo-Fr 07:30-15:30,Krajowe Centrum Hodowli Zwierząt w Warszawie,10923509356,+48226320142,
yes,,,,,yes,50.0800436,,19.8642795,,,,,10923559706,,
yes,przy recepcji Hotelu Ibis Styles Kraków Centrum,,,,yes,50.066207,,19.9687132,,,24/7,,10923588025,,
yes,"przy recepcji
at the reception desk",,,,yes,52.2353955,,21.0175294,,,,Polski Instytut Spraw Miedzynarodowych,10923592805,,
yes,"jadalnia w Bacówce PTTK na Rycerzowej, po lewej stronie od wejścia, przy okienku",,apteczka,,yes,49.4188833,,19.0975206,,,24/7,,10923602816,+48 66 056 01 12,
yes,,,,,yes,50.0799735,,19.864299,,,,,10923638605,,
private,za bramą wjazdową na warsztat.,,,,yes,52.15999,,20.7645131,,,,,10923782523,,
yes,Defibrylator AED znajduje się przy budynku MPK.,,,,,53.779608,,20.5111744,,,24/7,MPK Olsztyn,10923974740,,
yes,,Uniwersytet Medyczny we Wrocławiu - Wydział Farmaceutyczny z Oddziałem Analityki Medycznej (PORTIERNIA) - Budynek II,,,yes,51.0769921,,17.0309094,,,,,10924479005,+ 48 71 784 10 01,
,Defibrylator AED znajduje się w budynku stacji paliw Orlen.,,,,yes,52.6472134,,17.9647815,,,24/7,Orlen,10928012004,+48242564351,
private,Defibrylator AED znajduje się w budynku.,,,,,50.0212036,,20.9394586,,,Mo-Fr 07:00-14:30,Linde,10928085065,+48126439200,
,,,,,yes,51.106758,,17.0649876,,,,Zarząd Zlewni we Wrocławiu,10931971954,,
