name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział chorób wewnętrznych ,77 4011100,sekretariat@spzozmswia.opole.pl,Opole,Krakowska,44,45-075,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,77 4011100,sekretariat@spzozmswia.opole.pl,Opole,Krakowska,44,45-075,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,77 4011100,sekretariat@spzozmswia.opole.pl,Opole,Krakowska,44,45-075,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,77 4011100,sekretariat@spzozmswia.opole.pl,Opole,Krakowska,44,45-075,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,26 1625129,sekretariat@116szpital.opole.pl,Opole,Walerego Wróblewskiego,46,45-759,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,26 1625129,sekretariat@116szpital.opole.pl,Opole,Walerego Wróblewskiego,46,45-759,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział wieloprofilowy zabiegowy,86 27 63 616,chirurgia@szpitalzambrow.pl,Zambrów,Papieża Jana Pawła II,3,18-300,Oddział wieloprofilowy zabiegowy,52.9154671,22.52234943288953
Oddział neurologiczny,77 5414200,sekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,77 5414200,ekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),77 5414200,sekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział psychiatryczny (ogólny),77 5414200,sekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział psychiatryczny (ogólny),52.9154671,22.52234943288953
Oddział udarowy,77 5414200,sekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział udarowy,52.9154671,22.52234943288953
Oddział udarowy,77 5414200,sekretariat@wszn.opole.pl,Opole,Wodociągowa,4,45-221,Oddział udarowy,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób zakaźnych,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział chorób zakaźnych,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób płuc,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział chorób płuc,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział endokrynologiczny,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział endokrynologiczny,52.9154671,22.52234943288953
Oddział gastroenterologiczny,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział gastroenterologiczny,52.9154671,22.52234943288953
Oddział diabetologiczny,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział diabetologiczny,52.9154671,22.52234943288953
Oddział hematologiczny,77 443 31 00,sekretariat@szpital.opole.pl,Opole,Katowicka,64,45-061,Oddział hematologiczny,52.9154671,22.52234943288953
Oddział chorób płuc,77 4032850,sekretariat@szpital-kup.eu,Kup,Miarki,14,46-082,Oddział chorób płuc,52.9154671,22.52234943288953
Oddział chorób płuc dla dzieci,77 4032850,sekretariat@szpital-kup.eu,Kup,Miarki,14,46-082,Oddział chorób płuc dla dzieci,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 4032850,sekretariat@szpital-kup.eu,Kup,Miarki,14,46-082,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 42 73 491,ozimek@emc-sa.pl,Ozimek,Częstochowska,31,46-040,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 4387033,szpitalbiala@pro.onet.pl,Biała,Moniuszki,8,48-210,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział kardiologiczny,77 4387033,szpitalbiala@pro.onet.pl,Biała,Moniuszki,8,48-210,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 4067890,pcm@pcm.prudnik.pl,Prudnik,Piastowska,64,48-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,77 4067890,pcm@pcm.prudnik.pl,Prudnik,Piastowska,64,48-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział pediatryczny,77 4067890,pcm@pcm.prudnik.pl,Prudnik,Piastowska,64,48-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział neonatologiczny,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział neonatologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,77 461 33 80,szpital@szpital.strzelce-op.pl,Strzelce Opolskie,Opolska,36 ,47-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział kardiologiczny,77 4108218,sekretariat.zarzadu@scanmed.pl,Kluczbork,Skłodowskiej-Curie,23,46-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego,77 4108218,sekretariat.zarzadu@scanmed.pl,Kluczbork,Skłodowskiej-Curie,23,46-200,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Oddział kardiologiczny,77 433 93 00,paks4@ahop.pl,Kędzierzyn-Koźle,Franklina Delano Roosevelta,2,47-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego,77 433 93 00,paks4@ahop.pl,Kędzierzyn-Koźle,Franklina Delano Roosevelta,2,47-200,Oddział intensywnego nadzoru kardiologicznego,52.9154671,22.52234943288953
Oddział kardiologiczny,77 444 35 00,paks8@ahop.pl,Nysa,Emilii Gierczak,17,48-300,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,41 357 30 39,sekretariat@szpitalpinczow.pl,Pińczów,Armii Krajowej,22,28-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,41 3573039,sekretariat@szpitalpinczow.pl,Pińczów,Armii Krajowej,22,28-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,41 3573039,sekretariat@szpitalpinczow.pl,Pińczów,Armii Krajowej,22,28-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział położniczo-ginekologiczny,412013800,szpital@szpgin.kielce.pl,Kielce,Prosta,30,25-371,Oddział położniczo-ginekologiczny,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,32/3598313,sekretariat@gcm.pl,Katowice,Ziołowa,45-47,40-635,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy,32/2776102,sekretariat@szpitalzabrze.pl,Zabrze,Zamkowa,4,41-803,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Szpitalny oddział ratunkowy, 84 677 33 33,szpital@szpital.zam.pl,Zamość,Aleje Jana Pawła II,10     ,22-400,Szpitalny oddział ratunkowy,52.9154671,22.52234943288953
Centrum urazowe,34/3673000,sekretariat@szpitalparkitka.com.pl,Częstochowa,Bialska,104/118,42-200,,52.9154671,22.52234943288953
Centrum urazowe,32/3682101,skretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,,52.9154671,22.52234943288953
Centrum urazowe,41 3671301,szpital@wszzkielce.pl,Kielce,Grunwaldzka,45,25-736,,52.9154671,22.52234943288953
Centrum urazowe dla dzieci,12 658 20 11,sekretariat@usdk.pl,Kraków,Wielicka,265,30-663,,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 763 76 38,sekretariat.czeladz@pzzoz.bedzin.pl,Czeladź,Szpitalna,40,41-250,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 763 76 38,sekretariat.czeladz@pzzoz.bedzin.pl,Czeladź,Szpitalna,40,41-250,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,32 763 76 38,sekretariat.czeladz@pzzoz.bedzin.pl,Czeladź,Szpitalna,40,41-250,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 763 76 38,sekretariat.czeladz@pzzoz.bedzin.pl,Czeladź,Szpitalna,40,41-250,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział pediatryczny,32 763 76 38,sekretariat.czeladz@pzzoz.bedzin.pl,Czeladź,Szpitalna,40,41-250,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101..     ,43-316,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,33 816 43 70,szpital@onkologia.bielsko.pl,Bielsko-Biała,Wyzwolenia,18,43-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,33 816 43 70,szpital@onkologia.bielsko.pl,Bielsko-Biała,Wyzwolenia,18,43-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(33) 499 18 01,sekretariat@szpitalbystra.pl,Bystra,Juliana Fałata,2,43-360,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 349 92 65,zsm@zsm.com.pl,Chorzów,Strzelców Bytomskich,11,41-500,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,33 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Polskiego Czerwonego Krzyża,7,42-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(34) 370 21 21,sekretariat@zsm.czest.pl,Częstochowa,Mirowska,15,42-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 262 32 75,szpital@zco-dg.pl,Dąbrowa Górnicza,Szpitalna,13,41-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 33-08-302,sekretariat@szpital4.gliwice.pl,Gliwice,Zygmunta Starego,20,44-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"32 359 83 13, 32 359 83 12",sekretariat@gcm.pl,Katowice,Ziołowa,45-47,40-635,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,"32 359 83 13, 32 359 83 12",sekretariat@gcm.pl,Katowice,Ziołowa,45-47,40-635,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział radioterapii, 32 605 35 00,sekretariat@kolejowy.katowice.pl,Katowice,Raciborska,27,40-074,Oddział radioterapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 420 01 52,szpital@kco.katowice.pl,Katowice,Raciborska,27,40-074,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 3581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 259-12-00,spskm@spskm.katowice.pl,Katowice,Francuska,20-24,40-027,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 259-12-00,spskm@spskm.katowice.pl,Katowice,Francuska,20-24,40-027,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 782 72 00,zozmswia@zozmswia.katowice.pl,Katowice,Bartosza Głowackiego,10,40-052,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 782 72 00,zozmswia@zozmswia.katowice.pl,Katowice,Bartosza Głowackiego,10,40-052,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(34) 327 91 75,sekretariat.blachownia@scanmed.pl,Blachownia,Sosnowa,16,42-290,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 707 42 29,sekretariat@euromedic.com.pl,Katowice,Tadeusza Kościuszki,92,40-519,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 357 62 08,szpital@bonifratrzy.katowice.pl,Katowice,Leopolda Markiefki,87,40-211,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,34 350 63 80,sekretariat@spzozlubliniec.pl,Lubliniec,Grunwaldzka,9,42-700,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 39-34-217,sekretariat@urazowka.piekary.pl,Piekary Śląskie,Bytomska,62,41-940,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 344-07-26,sekretariat@szpitalruda.pl,Ruda Śląska,Wincentego Lipa,2,41-703,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 228 30 30,sekretariat@zozsiemianowice.pl,Siemianowice Śląskie,1 Maja,9,41-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,  (32) 735 76 00,clo@clo.com.pl,Siemianowice Śląskie,Jana Pawła II,2,41-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
"Wojciech Kamiński Spółka jawna""",32 62 12 700,sekretariat@nefrolux.com.pl,Siemianowice Śląskie,ul.,Szpitalna,Siemianowice Śląskie,4260,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 285 40 58,szpital@wspsa.pl,Tarnowskie Góry,Pyskowicka,47-51,42-612,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 277 61 00,sekretariat@szpitalzabrze.pl,Zabrze,Zamkowa,4,41-803,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,32 277 61 00,sekretariat@szpitalzabrze.pl,Zabrze,Zamkowa,4,41-803,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 277 61 00,sekretariat@szpitalzabrze.pl,Zabrze,Zamkowa,4,41-803,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział kardiologiczny,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział udarowy,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział udarowy,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział kardiologiczny,33 829 08 63,j.talarek@klinikiserca.pl,Bielsko-Biała,Aleja Armii Krajowej,101,43-316,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział kardiochirurgiczny,33 829 08 63,j.talarek@klinikiserca.pl,Bielsko-Biała,Aleja Armii Krajowej,101,43-316,Oddział kardiochirurgiczny,52.9154671,22.52234943288953
Poradnia chirurgii naczyniowej,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101.      ,43-316,Poradnia chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział kardiologiczny,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101,43-316,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101,43-316,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101..     ,43-316,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101..     ,43-316,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,33 810 01 43,szpital@hospital.com.pl,Bielsko-Biała,Aleja Armii Krajowej,101,43-316,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 378 45 00,szpital@wss2.pl,Jastrzębie-Zdrój,Aleja Jana Pawła II,7,44-330,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział chirurgii szczękowo-twarzowej,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział chirurgii szczękowo-twarzowej,52.9154671,22.52234943288953
Oddział kardiologiczny,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 368 21 01,sekretariat@wss5.pl,Sosnowiec,Medyków,1,41-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,34 317 22 06,zozklobuck@zozklobuck.com.pl,Kłobuck,11 Listopada,5 E,42-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,34 317 22 06,zozklobuck@zozklobuck.com.pl,Kłobuck,11 Listopada,5 E,42-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 228 30 30,sekretariat@zozsiemianowice.pl,Siemianowice Śląskie,1 Maja,9,41-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 228 30 30,sekretariat@zozsiemianowice.pl,Siemianowice Śląskie,1 Maja,9,41-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 228 30 30,sekretariat@zozsiemianowice.pl,Siemianowice Śląskie,1 Maja,9,41-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Wodzisław Śląski,26 Marca,51,44-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Wodzisław Śląski,26 Marca,51,44-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Wodzisław Śląski,26 Marca,51,44-300,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Wodzisław Śląski,26 Marca,51,44-300,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Wodzisław Śląski,26 Marca,51,44-300,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 459 18 00,kancelaria@zoz.wodzislaw.pl,Rydułtowy,Plebiscytowa,47,44-280,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział chirurgii klatki piersiowej,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział chirurgii klatki piersiowej,52.9154671,22.52234943288953
Oddział neurologiczny,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,032 370-43-07,sekretariat@sk1.zabrze.pl,Zabrze,3 Maja,13-15,41-800,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 255 61 63,sekretariat@szpitalmurcki.pl,Katowice,Alfreda Sokołowskiego,2,40-749,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,32 255 61 63,sekretariat@szpitalmurcki.pl,Katowice,Alfreda Sokołowskiego,2,40-749,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 255 61 63,sekretariat@szpitalmurcki.pl,Katowice,Alfreda Sokołowskiego,2,40-749,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 255 61 63,sekretariat@szpitalmurcki.pl,Katowice,Alfreda Sokołowskiego,2,40-749,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
